ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
61368,61368,B5,G6350,S,190433249,288449,+41.2621360,-089.5175372
53024,53024,B5,G6350,S,70772481,4483580,+43.3336128,-087.9283292
61369,61369,B5,G6350,S,118839661,0,+40.9840457,-089.1550611
61370,61370,B5,G6350,S,135893945,108772,+41.1997778,-089.0384775
61372,61372,B5,G6350,S,667768,0,+41.4648995,-089.0780182
61373,61373,B5,G6350,S,125700153,1153899,+41.4072275,-088.9959355
56165,56165,B5,G6350,S,98853223,145553,+43.7253431,-095.7030570
56166,56166,B5,G6350,S,92226708,14822,+44.2030009,-095.3809864
56167,56167,B5,G6350,S,131864444,6157347,+43.5539270,-095.4087283
56168,56168,B5,G6350,S,253270374,327316,+43.6174883,-095.8094894
56169,56169,B5,G6350,S,140801652,2982471,+44.3383340,-096.0065101
56170,56170,B5,G6350,S,178137177,2790863,+44.1736862,-096.0905571
56171,56171,B5,G6350,S,243519101,7191776,+43.6712851,-094.7617895
56172,56172,B5,G6350,S,308340130,6378169,+44.0141632,-095.7755143
56173,56173,B5,G6350,S,74431689,0,+43.5247205,-096.2459758
56174,56174,B5,G6350,S,99353935,1837783,+44.0163363,-095.3050917
56175,56175,B5,G6350,S,354199958,12159311,+44.2607012,-095.6385056
56176,56176,B5,G6350,S,158817535,3906874,+43.7832868,-094.7204926
70001,70001,B5,G6350,S,15538563,0,+29.9837302,-090.1671999
70002,70002,B5,G6350,S,8336023,611369,+30.0122227,-090.1625234
70003,70003,B5,G6350,S,18163704,404871,+30.0011635,-090.2097235
70005,70005,B5,G6350,S,10834794,479482,+29.9994157,-090.1340645
70006,70006,B5,G6350,S,6721469,382483,+30.0140317,-090.1913450
60463,60463,B5,G6350,S,13929658,322459,+41.6624464,-087.7899693
60464,60464,B5,G6350,S,20015647,1042657,+41.6628404,-087.8607559
35654,35654,B5,G6350,S,368117799,1453677,+34.4977887,-087.6322695
60465,60465,B5,G6350,S,12302235,8798,+41.6980230,-087.8291432
60466,60466,B5,G6350,S,16589768,66519,+41.4778163,-087.6831878
35660,35660,B5,G6350,S,16716987,578351,+34.7554939,-087.7012648
60467,60467,B5,G6350,S,37646002,1093963,+41.6018595,-087.8873229
60468,60468,B5,G6350,S,187163541,175442,+41.3352830,-087.8102906
60469,60469,B5,G6350,S,2457420,0,+41.6283587,-087.6870367
35661,35661,B5,G6350,S,144821350,24904929,+34.7685260,-087.5628024
60470,60470,B5,G6350,S,96170868,0,+41.1689699,-088.6410258
60471,60471,B5,G6350,S,12429489,31490,+41.4789709,-087.7340591
35670,35670,B5,G6350,S,263901495,4435572,+34.4551761,-086.7293440
60472,60472,B5,G6350,S,4284827,154320,+41.6430745,-087.7080819
35671,35671,B5,G6350,S,136405145,54930020,+34.6835442,-086.9351073
60473,60473,B5,G6350,S,22039219,40377,+41.5973794,-087.5991498
07512,07512,B5,G6350,S,10223200,180129,+40.9034151,-074.2197791
07513,07513,B5,G6350,S,1532157,18370,+40.9061822,-074.1486860
20910,20910,B5,G6350,S,11770771,29761,+39.0028598,-077.0366464
07514,07514,B5,G6350,S,2409688,121063,+40.9269920,-074.1438379
07522,07522,B5,G6350,S,2126615,115439,+40.9249588,-074.1790960
20912,20912,B5,G6350,S,6920233,14036,+38.9816015,-077.0011560
64686,64686,B5,G6350,S,4199550,114232,+39.7487007,-093.6238244
64688,64688,B5,G6350,S,154446897,4119564,+39.8171324,-093.3750602
64689,64689,B5,G6350,S,89205168,822353,+39.8725562,-094.1501277
64701,64701,B5,G6350,S,303869346,2143645,+38.6245126,-094.3292547
64720,64720,B5,G6350,S,338980079,1821461,+38.4046745,-094.3434782
64722,64722,B5,G6350,S,98935047,1185645,+38.2780740,-094.5425113
64723,64723,B5,G6350,S,116917337,974138,+38.3616391,-094.5595919
64724,64724,B5,G6350,S,317863668,3292171,+38.1532099,-094.0066375
64725,64725,B5,G6350,S,152776372,1639522,+38.4906578,-094.3726550
64726,64726,B5,G6350,S,114689310,1124671,+38.5271531,-093.9219411
64728,64728,B5,G6350,S,198229560,1632552,+37.7030471,-094.5238163
64730,64730,B5,G6350,S,737683245,5639125,+38.2592621,-094.3002758
64733,64733,B5,G6350,S,189334590,448214,+38.5841240,-093.8237680
64734,64734,B5,G6350,S,110898694,593777,+38.6547336,-094.5593339
64735,64735,B5,G6350,S,681762190,49880100,+38.3678058,-093.7436457
64738,64738,B5,G6350,S,207997658,1630093,+37.9016643,-093.6516893
64739,64739,B5,G6350,S,132548792,137298,+38.5112805,-094.0966237
64740,64740,B5,G6350,S,249095757,28670323,+38.2275052,-093.7029532
64741,64741,B5,G6350,S,84713397,774983,+37.8182338,-094.5623446
64742,64742,B5,G6350,S,196170512,1115867,+38.5080946,-094.5411948
64743,64743,B5,G6350,S,770147,0,+38.6684538,-094.2322836
64744,64744,B5,G6350,S,652380584,6699543,+37.8481975,-093.9789259
64745,64745,B5,G6350,S,8133944,318032,+38.1718887,-094.4972263
64746,64746,B5,G6350,S,80296350,790305,+38.6021481,-094.4967256
64747,64747,B5,G6350,S,311126369,2073214,+38.5785074,-094.1823382
64748,64748,B5,G6350,S,276445245,1264154,+37.3596725,-094.0907390
64750,64750,B5,G6350,S,80847140,775081,+37.9408993,-094.1016963
64752,64752,B5,G6350,S,174124751,3526287,+38.0650181,-094.5634681
64755,64755,B5,G6350,S,390946257,2191596,+37.3374162,-094.3086910
64756,64756,B5,G6350,S,162641094,409149,+37.6190302,-094.0151672
64759,64759,B5,G6350,S,683069248,5561996,+37.5212200,-094.2570396
64761,64761,B5,G6350,S,185790792,464155,+38.6080249,-093.6756417
12303,12303,B5,G6350,S,39827118,30396,+42.7403866,-073.9053977
12304,12304,B5,G6350,S,17657590,83606,+42.7746899,-073.8982971
12305,12305,B5,G6350,S,3921976,239117,+42.8120107,-073.9503424
12306,12306,B5,G6350,S,111609883,1719861,+42.8054287,-074.0442274
12307,12307,B5,G6350,S,1852793,11575,+42.8049806,-073.9328221
12308,12308,B5,G6350,S,5823862,166071,+42.8209801,-073.9196696
12309,12309,B5,G6350,S,42906888,2311113,+42.7998299,-073.8649716
12401,12401,B5,G6350,S,151372403,3445004,+41.9875407,-074.0102727
12404,12404,B5,G6350,S,92428417,613979,+41.8189583,-074.2360822
12405,12405,B5,G6350,S,18505053,75292,+42.3179089,-074.0859950
12406,12406,B5,G6350,S,111958015,206666,+42.0799427,-074.5240932
12407,12407,B5,G6350,S,8712823,0,+42.3176381,-074.3581520
12409,12409,B5,G6350,S,36953034,576782,+42.0405689,-074.1811392
12410,12410,B5,G6350,S,106657616,92306,+42.0660963,-074.4247321
12411,12411,B5,G6350,S,2427386,48057,+41.8760187,-074.0448019
12412,12412,B5,G6350,S,15718941,0,+42.0127321,-074.2795852
12413,12413,B5,G6350,S,42348249,235516,+42.3139841,-074.0221603
12414,12414,B5,G6350,S,154381127,1769791,+42.2320193,-073.9138669
33945,33945,B5,G6350,S,345339,5710,+26.6023253,-082.2205313
37866,37866,B5,G6350,S,136572165,28583238,+36.3420622,-083.8565715
33946,33946,B5,G6350,S,23651000,16208194,+26.8495067,-082.2835382
33947,33947,B5,G6350,S,37505021,2332026,+26.8877201,-082.2656961
23434,23434,B5,G6350,S,526855030,21178432,+36.7030034,-076.5921049
54220,54220,B5,G6350,S,255610254,13587205,+44.1018046,-087.7228050
33953,33953,B5,G6350,S,41893818,9427722,+26.9997025,-082.2122745
54227,54227,B5,G6350,S,81077803,603384,+44.2807736,-087.8107858
54228,54228,B5,G6350,S,104129908,614475,+44.2781615,-087.6502839
54229,54229,B5,G6350,S,106267774,29435,+44.5600609,-087.8155168
23435,23435,B5,G6350,S,102483538,25999638,+36.8384203,-076.4802644
23436,23436,B5,G6350,S,4096928,2612587,+36.8937555,-076.5069166
33954,33954,B5,G6350,S,22003280,1100017,+27.0247235,-082.1224071
54230,54230,B5,G6350,S,284380162,2685492,+44.1598387,-087.9150401
54232,54232,B5,G6350,S,1928977,55887,+44.0073453,-087.9247870
23437,23437,B5,G6350,S,258037473,4324431,+36.6271154,-076.8031971
54234,54234,B5,G6350,S,62257581,18873,+45.1819627,-087.1015099
23438,23438,B5,G6350,S,106353587,0,+36.5814127,-076.6968750
23440,23440,B5,G6350,S,4628282,1754204,+37.8290547,-075.9841236
45889,45889,B5,G6350,S,52670381,54990,+41.1526110,-083.6386011
45890,45890,B5,G6350,S,38287625,68830,+40.9754316,-083.4899688
45895,45895,B5,G6350,S,490845353,644447,+40.5776947,-084.1546639
45896,45896,B5,G6350,S,98515240,72651,+40.6074472,-083.9296640
45897,45897,B5,G6350,S,3561848,18567,+40.8310685,-083.6565736
45898,45898,B5,G6350,S,87731021,412771,+40.7434745,-084.7696512
45899,45899,B5,G6350,S,801693,1035,+40.8004525,-084.7738214
69162,69162,B5,G6350,S,1125255156,100501,+41.1292284,-103.0166320
69163,69163,B5,G6350,S,1678954798,1203586,+41.5696392,-100.5416415
69165,69165,B5,G6350,S,1086530633,11437911,+41.2648588,-101.2072585
69166,69166,B5,G6350,S,2090693851,6588424,+42.0281856,-100.6085710
69167,69167,B5,G6350,S,1659711517,1213707,+41.5962316,-101.0060309
69168,69168,B5,G6350,S,420720773,0,+40.7989955,-101.9865226
69169,69169,B5,G6350,S,657234094,645351,+40.8219422,-101.1608664
69170,69170,B5,G6350,S,569323997,693846,+40.7960265,-100.7443058
69171,69171,B5,G6350,S,7288060,0,+40.8900442,-100.0707108
69210,69210,B5,G6350,S,2037071167,6896047,+42.3595618,-099.9239198
69211,69211,B5,G6350,S,1267572640,6814334,+42.8320583,-101.3031686
69214,69214,B5,G6350,S,753877458,2902374,+42.5985492,-100.0996621
69217,69217,B5,G6350,S,459517408,15978,+42.5647775,-099.6667989
69218,69218,B5,G6350,S,1338869643,4630363,+42.7892481,-101.6748345
69219,69219,B5,G6350,S,754088415,2292577,+42.5775060,-101.2033968
69220,69220,B5,G6350,S,125769688,0,+42.8656035,-100.1303573
69221,69221,B5,G6350,S,1186682195,2557559,+42.5824922,-100.3009431
69301,69301,B5,G6350,S,2659299214,28121729,+42.1229650,-102.8812795
69331,69331,B5,G6350,S,431054675,1209959,+41.8972726,-102.9913319
69333,69333,B5,G6350,S,1500591018,20730839,+42.0509418,-101.9665936
69334,69334,B5,G6350,S,805019135,849055,+41.8218076,-103.2901604
69335,69335,B5,G6350,S,267065546,2619852,+42.0747951,-102.1098450
69336,69336,B5,G6350,S,1187478151,1757468,+41.6285268,-103.1673708
69337,69337,B5,G6350,S,1797675949,1311859,+42.8271753,-103.0128987
69339,69339,B5,G6350,S,1002880121,347895,+42.6043427,-103.4129357
78361,78361,B5,G6350,S,3006097865,1026056,+27.1004476,-098.7899657
78362,78362,B5,G6350,S,49189260,1642556,+27.8501647,-097.2032659
78363,78363,B5,G6350,S,395942182,6170986,+27.4442036,-097.8655974
78368,78368,B5,G6350,S,560320230,56712605,+28.1034445,-097.8081836
78369,78369,B5,G6350,S,269342791,56507,+27.3651304,-098.9967079
78370,78370,B5,G6350,S,240394238,9087374,+27.9481476,-097.5986970
78371,78371,B5,G6350,S,557253663,1830931,+27.6152561,-098.9463731
90814,90814,B5,G6350,S,3508602,0,+33.7716157,-118.1436309
85297,85297,B5,G6350,S,27333262,11623,+33.2777710,-111.7314544
85298,85298,B5,G6350,S,37057838,0,+33.2418889,-111.7256741
90815,90815,B5,G6350,S,18441614,467963,+33.7943482,-118.1163907
90822,90822,B5,G6350,S,420822,0,+33.7784357,-118.1186480
89815,89815,B5,G6350,S,1630404563,4481198,+40.6153331,-115.5942516
90831,90831,B5,G6350,S,107159,0,+33.7683341,-118.2016363
91001,91001,B5,G6350,S,21425591,40734,+34.1944893,-118.1382630
85301,85301,B5,G6350,S,24011355,5291,+33.5350123,-112.1819338
91006,91006,B5,G6350,S,16362801,341688,+34.1362578,-118.0267042
89820,89820,B5,G6350,S,5611293117,3231118,+40.4116234,-116.9771556
91007,91007,B5,G6350,S,14397336,13098,+34.1282838,-118.0477319
89821,89821,B5,G6350,S,949853516,6549799,+40.4953614,-116.4683579
91008,91008,B5,G6350,S,5242977,3236,+34.1531592,-117.9688184
85302,85302,B5,G6350,S,15804149,6900,+33.5680902,-112.1780886
91010,91010,B5,G6350,S,18232389,113263,+34.1415857,-117.9576272
76841,76841,B5,G6350,S,259017517,27850,+30.8981157,-100.1084498
76842,76842,B5,G6350,S,243116041,228312,+30.9398195,-099.0798931
76844,76844,B5,G6350,S,1061340866,1671066,+31.4328542,-098.5230701
76845,76845,B5,G6350,S,289996560,688798,+31.5380659,-099.4881846
76848,76848,B5,G6350,S,157322079,0,+30.8431216,-099.5700533
76849,76849,B5,G6350,S,2447728164,429427,+30.4723520,-099.8215057
76852,76852,B5,G6350,S,388013299,1950073,+31.3574406,-099.4571839
76853,76853,B5,G6350,S,665126049,1489776,+31.2721225,-098.3653382
76854,76854,B5,G6350,S,353089452,11296,+30.6947858,-099.5813437
76856,76856,B5,G6350,S,1841958027,7414298,+30.6914844,-099.2733121
76857,76857,B5,G6350,S,347650903,4749226,+31.9312328,-098.9274039
76858,76858,B5,G6350,S,308962767,1150783,+31.1769505,-099.6164125
76859,76859,B5,G6350,S,1860236200,585709,+30.8843655,-099.8539896
76861,76861,B5,G6350,S,444148084,157532,+31.5920141,-100.1925813
76862,76862,B5,G6350,S,331145910,13473815,+31.4115050,-099.6823229
76864,76864,B5,G6350,S,609807794,1816863,+31.5539752,-098.7311067
76865,76865,B5,G6350,S,82918524,44135,+31.8585163,-100.1653377
76866,76866,B5,G6350,S,720785969,9411039,+31.4609669,-099.9337662
76869,76869,B5,G6350,S,191159759,252018,+30.9109629,-098.9940618
76870,76870,B5,G6350,S,71339262,30435,+31.6273572,-098.5467174
76871,76871,B5,G6350,S,604085424,1787388,+31.2891229,-098.9954733
76872,76872,B5,G6350,S,774593001,4028205,+31.3319189,-099.1659017
76873,76873,B5,G6350,S,116377490,320625,+31.5153160,-099.3806010
76874,76874,B5,G6350,S,180573403,0,+30.4586700,-100.0691498
76875,76875,B5,G6350,S,281115751,56313,+31.6029307,-099.9995445
76877,76877,B5,G6350,S,1439447543,3639382,+31.1570970,-098.7639879
76878,76878,B5,G6350,S,684735683,3698884,+31.6491377,-099.2953780
76882,76882,B5,G6350,S,361983937,442985,+31.8169036,-099.7022740
76884,76884,B5,G6350,S,89563533,321412,+31.7369022,-099.5677915
76885,76885,B5,G6350,S,203719460,25686,+30.8589575,-098.8613135
76887,76887,B5,G6350,S,150964713,1525868,+31.0118967,-099.1594838
76888,76888,B5,G6350,S,276806409,29879534,+31.6098991,-099.6404903
76890,76890,B5,G6350,S,242598745,793570,+31.6866772,-098.7762773
76901,76901,B5,G6350,S,715053447,17083094,+31.6108961,-100.5533113
76903,76903,B5,G6350,S,68942587,13091,+31.4848193,-100.4378699
76904,76904,B5,G6350,S,1046124201,27660870,+31.2715151,-100.4006251
76905,76905,B5,G6350,S,538371012,0,+31.5097243,-100.3220765
17034,17034,B5,G6350,S,1931495,56768,+40.2086101,-076.7855325
17035,17035,B5,G6350,S,91495815,1972,+40.4037855,-077.5813147
17036,17036,B5,G6350,S,70854149,633984,+40.2682350,-076.7121061
17037,17037,B5,G6350,S,63930162,107683,+40.4340762,-077.4220213
17038,17038,B5,G6350,S,186611284,98905,+40.4679149,-076.5560255
17039,17039,B5,G6350,S,1554717,25288,+40.2927092,-076.2407069
17040,17040,B5,G6350,S,129482913,867141,+40.3227984,-077.3040949
17041,17041,B5,G6350,S,1457661,0,+40.2166344,-076.5396048
17042,17042,B5,G6350,S,171321621,405989,+40.2948170,-076.4248227
17043,17043,B5,G6350,S,5234798,6150,+40.2476106,-076.9001344
12824,12824,B5,G6350,S,39274288,1260401,+43.5247563,-073.7271768
12827,12827,B5,G6350,S,319455929,4017699,+43.4638977,-073.5313656
12828,12828,B5,G6350,S,119935526,3633679,+43.2549927,-073.5583552
12831,12831,B5,G6350,S,173996856,2537693,+43.1953285,-073.6918109
12832,12832,B5,G6350,S,208196551,1643455,+43.3584665,-073.3302707
12833,12833,B5,G6350,S,91286192,393998,+43.1500000,-073.8408957
12834,12834,B5,G6350,S,224494054,2468497,+43.0943065,-073.5005827
12835,12835,B5,G6350,S,252287227,5089050,+43.3327865,-074.0063111
12836,12836,B5,G6350,S,113827958,1218490,+43.7123528,-073.6055869
12837,12837,B5,G6350,S,38317780,445664,+43.4764451,-073.2556007
12838,12838,B5,G6350,S,13159674,5586,+43.3290562,-073.4050620
12839,12839,B5,G6350,S,84290339,559286,+43.3544863,-073.5539533
12841,12841,B5,G6350,S,43945316,105970,+43.6060069,-073.5330131
12842,12842,B5,G6350,S,491173108,25650692,+43.7383455,-074.3670579
12843,12843,B5,G6350,S,151710648,1554764,+43.5651037,-073.9727479
58531,58531,B5,G6350,S,296637651,81321819,+47.5598991,-101.1956473
64040,64040,B5,G6350,S,443881851,2068114,+38.7237603,-093.9876602
58532,58532,B5,G6350,S,585997854,10164380,+46.8575872,-100.0982982
64048,64048,B5,G6350,S,121286453,253912,+39.4377626,-094.3635790
64050,64050,B5,G6350,S,34714342,905484,+39.1158600,-094.4105496
58533,58533,B5,G6350,S,819059347,3967888,+46.4058421,-101.7897024
64052,64052,B5,G6350,S,16865393,0,+39.0734153,-094.4502362
58535,58535,B5,G6350,S,860420731,522196,+46.5017887,-101.2472878
64053,64053,B5,G6350,S,8330571,97398,+39.1093507,-094.4652819
64054,64054,B5,G6350,S,5220910,85893,+39.1103548,-094.4390362
58538,58538,B5,G6350,S,456106111,68078586,+46.1096187,-100.6895632
64055,64055,B5,G6350,S,31684447,71242,+39.0508472,-094.3979979
64056,64056,B5,G6350,S,53853390,580764,+39.1131286,-094.3149188
64057,64057,B5,G6350,S,39315617,161363,+39.0719570,-094.3193082
58540,58540,B5,G6350,S,1005241691,339004536,+47.6288814,-101.7273337
64058,64058,B5,G6350,S,90786047,5024513,+39.1738557,-094.3135603
58541,58541,B5,G6350,S,479039642,69006619,+47.3626246,-102.0578292
58542,58542,B5,G6350,S,507273520,5000090,+46.0470712,-100.0101265
64060,64060,B5,G6350,S,147229631,975196,+39.3689221,-094.3637440
64061,64061,B5,G6350,S,167221096,1407569,+38.7833937,-094.0848616
58544,58544,B5,G6350,S,867601212,26923517,+46.5121943,-100.3708110
64062,64062,B5,G6350,S,229769760,573328,+39.4557313,-094.1632046
19107,19107,B5,G6350,S,1422760,0,+39.9517369,-075.1586530
19109,19109,B5,G6350,S,8800,0,+39.9496517,-075.1636541
19111,19111,B5,G6350,S,12515819,729,+40.0606116,-075.0801761
19112,19112,B5,G6350,S,4520880,3334805,+39.8898569,-075.1693900
19113,19113,B5,G6350,S,9053039,0,+39.8674245,-075.2533089
19114,19114,B5,G6350,S,14493070,794545,+40.0693988,-075.0001617
19115,19115,B5,G6350,S,14540061,151209,+40.0906983,-075.0428683
19116,19116,B5,G6350,S,12962445,12330,+40.1155695,-075.0132755
19118,19118,B5,G6350,S,8259294,109215,+40.0738720,-075.2112169
19119,19119,B5,G6350,S,8384240,13088,+40.0533484,-075.1911120
19120,19120,B5,G6350,S,8815288,73295,+40.0341472,-075.1191981
19121,19121,B5,G6350,S,5727397,343627,+39.9819795,-075.1791198
19122,19122,B5,G6350,S,3287164,0,+39.9777459,-075.1458998
62036,62036,B5,G6350,S,74103883,11401358,+38.9183111,-090.5897352
53805,53805,B5,G6350,S,360282621,5219381,+43.1432984,-090.6869265
62037,62037,B5,G6350,S,151460906,7985934,+39.0109430,-090.4650664
53806,53806,B5,G6350,S,179761673,18390132,+42.7298523,-090.9198449
53807,53807,B5,G6350,S,276232202,116740,+42.6168354,-090.4727005
53808,53808,B5,G6350,S,2197130,0,+42.6263104,-090.5931325
53809,53809,B5,G6350,S,262325754,0,+42.9937671,-090.6336520
53810,53810,B5,G6350,S,95444947,3308385,+42.8207854,-091.0019450
53811,53811,B5,G6350,S,125644066,6106999,+42.5379518,-090.5067979
53813,53813,B5,G6350,S,382646249,28413,+42.8442338,-090.7212231
53816,53816,B5,G6350,S,156269711,0,+42.9788453,-090.8543804
53817,53817,B5,G6350,S,4036955,0,+42.9450819,-090.9676799
62040,62040,B5,G6350,S,115254960,20818949,+38.7258383,-090.1117910
62044,62044,B5,G6350,S,269806642,531709,+39.3630520,-090.2215498
62045,62045,B5,G6350,S,98230950,7679582,+39.2641939,-090.6901369
62046,62046,B5,G6350,S,2055364,13351,+38.8898340,-089.8461708
53818,53818,B5,G6350,S,397521376,49176,+42.7456996,-090.4923210
62047,62047,B5,G6350,S,93278389,4849693,+39.1231348,-090.6265679
53820,53820,B5,G6350,S,232954990,38011507,+42.6997718,-090.7014675
62048,62048,B5,G6350,S,19770951,1355033,+38.8013565,-090.0917136
53821,53821,B5,G6350,S,268068780,15958639,+43.0490764,-091.0573341
62049,62049,B5,G6350,S,219839909,3723143,+39.1317169,-089.4813823
53825,53825,B5,G6350,S,79870369,0,+42.9182296,-090.5906282
62050,62050,B5,G6350,S,145095205,2124255,+39.4400166,-090.5447203
53826,53826,B5,G6350,S,185211196,2546600,+43.1137258,-090.9247552
37869,37869,B5,G6350,S,350054295,820826,+36.5147553,-083.2449964
37870,37870,B5,G6350,S,216011817,8977404,+36.4628953,-083.8338005
37871,37871,B5,G6350,S,102928799,2211292,+36.0520762,-083.6810014
85050,85050,B5,G6350,S,37763664,110821,+33.6863605,-111.9963019
85051,85051,B5,G6350,S,16359836,129481,+33.5586588,-112.1324180
85053,85053,B5,G6350,S,13492670,0,+33.6299221,-112.1316085
85054,85054,B5,G6350,S,23305079,198400,+33.6785364,-111.9410953
85083,85083,B5,G6350,S,25498828,0,+33.7245707,-112.1585521
85085,85085,B5,G6350,S,66339652,12558,+33.7525851,-112.0902980
85086,85086,B5,G6350,S,151092031,107736,+33.8161366,-112.1199706
85087,85087,B5,G6350,S,194160177,22393,+33.9245977,-112.1268823
85118,85118,B5,G6350,S,412805564,30028,+33.4017827,-111.3517767
85119,85119,B5,G6350,S,114006369,0,+33.4096975,-111.5019378
85120,85120,B5,G6350,S,46303285,53473,+33.4023861,-111.5678778
85121,85121,B5,G6350,S,190174404,206620,+33.1444056,-111.9222071
85122,85122,B5,G6350,S,129549282,0,+32.9171263,-111.7442080
85123,85123,B5,G6350,S,68784542,194479,+32.7152989,-111.6977136
85128,85128,B5,G6350,S,423108098,4476795,+32.9899342,-111.5379567
85131,85131,B5,G6350,S,698284934,743835,+32.6725108,-111.5472781
85132,85132,B5,G6350,S,1564317558,1177591,+32.9267824,-111.2150974
85135,85135,B5,G6350,S,1141751,4026,+33.0037715,-110.7855066
85137,85137,B5,G6350,S,535529264,3296239,+33.1363767,-111.0225696
85138,85138,B5,G6350,S,191824808,294239,+33.0076262,-111.9895319
14216,14216,B5,G6350,S,7179427,105582,+42.9496147,-078.8611193
14217,14217,B5,G6350,S,8321920,0,+42.9718761,-078.8768692
14218,14218,B5,G6350,S,21152338,965350,+42.8193721,-078.8309524
14219,14219,B5,G6350,S,18210546,855940,+42.7886747,-078.8264307
14220,14220,B5,G6350,S,9854582,152682,+42.8457384,-078.8220761
14221,14221,B5,G6350,S,59565755,65084,+42.9844813,-078.7227613
14222,14222,B5,G6350,S,3305508,0,+42.9198271,-078.8769318
05441,05441,B5,G6350,S,82423256,216237,+44.8055492,-072.7202429
05442,05442,B5,G6350,S,82799131,127635,+44.7571868,-072.6713335
05443,05443,B5,G6350,S,293742071,2780278,+44.1394432,-073.0399303
05444,05444,B5,G6350,S,52428560,664495,+44.6497281,-072.8969575
05445,05445,B5,G6350,S,106860999,391454,+44.3099545,-073.2209778
05446,05446,B5,G6350,S,94938807,2183695,+44.5412586,-073.1844153
05447,05447,B5,G6350,S,790255,12424,+44.9324542,-072.7018918
05448,05448,B5,G6350,S,105085951,409339,+44.7502911,-072.9008651
05450,05450,B5,G6350,S,307875298,2866924,+44.8945776,-072.7952457
05452,05452,B5,G6350,S,107559814,1236040,+44.5386242,-073.0502230
05454,05454,B5,G6350,S,122742024,3343774,+44.7102892,-073.0288772
05455,05455,B5,G6350,S,86295925,641551,+44.8016874,-072.9673935
05456,05456,B5,G6350,S,62043547,2507517,+44.2214160,-073.2645954
05457,05457,B5,G6350,S,99509129,6083874,+44.9587326,-072.9220086
05458,05458,B5,G6350,S,42418665,38233,+44.7178468,-073.3074859
05459,05459,B5,G6350,S,66427421,1290527,+44.9500605,-073.0053667
05461,05461,B5,G6350,S,106394266,1037510,+44.3327011,-073.0874086
05462,05462,B5,G6350,S,98267306,257454,+44.3125390,-072.9521082
05463,05463,B5,G6350,S,20421053,30858,+44.8713248,-073.3491998
05464,05464,B5,G6350,S,167851772,1055581,+44.6462616,-072.8189972
05465,05465,B5,G6350,S,112764543,493886,+44.4641751,-072.9510570
05468,05468,B5,G6350,S,165434201,3920265,+44.6573709,-073.1444885
05471,05471,B5,G6350,S,133793745,150942,+44.8280654,-072.5782060
05472,05472,B5,G6350,S,102067750,691791,+44.1027606,-073.1552091
02769,02769,B5,G6350,S,121568486,1409688,+41.8468781,-071.2448699
02770,02770,B5,G6350,S,83332345,6227997,+41.7598460,-070.8384492
02771,02771,B5,G6350,S,47582006,628351,+41.8421063,-071.3223094
02777,02777,B5,G6350,S,58722381,6715775,+41.7581626,-071.2141812
02779,02779,B5,G6350,S,42768272,2366289,+41.8380611,-071.0776152
02780,02780,B5,G6350,S,85565284,3569840,+41.9091120,-071.1183464
02790,02790,B5,G6350,S,139118181,26244619,+41.5991765,-071.0823714
02791,02791,B5,G6350,S,2728822,12397,+41.5285378,-071.0780915
15834,15834,B5,G6350,S,528716930,1536328,+41.5007604,-078.3227829
15840,15840,B5,G6350,S,49715370,691812,+41.1719718,-078.8226489
15841,15841,B5,G6350,S,10826871,0,+41.2629393,-078.5298826
15845,15845,B5,G6350,S,80380819,1334978,+41.4942938,-078.6895461
15846,15846,B5,G6350,S,240145316,172824,+41.3198566,-078.5803137
15847,15847,B5,G6350,S,7032511,10599,+41.0901874,-079.0324821
15848,15848,B5,G6350,S,52308171,250358,+41.0241686,-078.7306443
15849,15849,B5,G6350,S,202898126,523027,+41.1644921,-078.5822542
15851,15851,B5,G6350,S,242433413,1098802,+41.1029061,-078.9104169
15853,15853,B5,G6350,S,390223583,2674182,+41.3923425,-078.7916306
15856,15856,B5,G6350,S,94124905,992921,+41.0822553,-078.6143015
15857,15857,B5,G6350,S,259401633,526014,+41.4550846,-078.5202284
15860,15860,B5,G6350,S,321805132,2184541,+41.3340020,-079.0203228
15861,15861,B5,G6350,S,174553504,1595296,+41.3060945,-078.0663765
15863,15863,B5,G6350,S,1739827,0,+41.0143850,-078.8397358
15864,15864,B5,G6350,S,94709405,494875,+41.1035782,-079.1975377
15865,15865,B5,G6350,S,8699004,19883,+41.0449543,-078.8282915
61374,61374,B5,G6350,S,7319803,0,+41.5477122,-089.3587252
53027,53027,B5,G6350,S,239074564,2979615,+43.3179843,-088.3725223
36830,36830,B5,G6350,S,258345305,2815935,+32.5389296,-085.4926453
61375,61375,B5,G6350,S,124184397,915694,+41.0351729,-089.2434308
61376,61376,B5,G6350,S,250133742,176176,+41.5453468,-089.6132620
53029,53029,B5,G6350,S,96327245,7259354,+43.1466029,-088.3410000
53031,53031,B5,G6350,S,23759,0,+43.6391443,-087.9156276
61377,61377,B5,G6350,S,141435009,95387,+41.0613815,-089.0340384
36832,36832,B5,G6350,S,183530879,1375295,+32.5829368,-085.5859380
36849,36849,B5,G6350,S,1003510,0,+32.6024198,-085.4873410
61378,61378,B5,G6350,S,153471797,304639,+41.7226712,-089.1554022
53032,53032,B5,G6350,S,83465747,6347066,+43.4495852,-088.6247919
61379,61379,B5,G6350,S,106990603,68110,+41.3907946,-089.6069804
