ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
35554,35554,B5,G6350,S,133696817,195964,+33.8857273,-087.6716784
60417,60417,B5,G6350,S,100882649,106002,+41.4275852,-087.5861488
35555,35555,B5,G6350,S,818313732,4404009,+33.6585121,-087.8156370
35559,35559,B5,G6350,S,1698657,0,+33.9054845,-087.7281429
60419,60419,B5,G6350,S,10889509,128522,+41.6291485,-087.5988195
35563,35563,B5,G6350,S,268867830,117221,+33.9776081,-087.9037219
60420,60420,B5,G6350,S,260421495,266790,+41.0882866,-088.4169704
35564,35564,B5,G6350,S,174202782,330560,+34.2588330,-087.8452598
60421,60421,B5,G6350,S,105656370,398120,+41.4311817,-088.0997101
60422,60422,B5,G6350,S,10899828,0,+41.5369663,-087.6841011
88115,88115,B5,G6350,S,4170932,26000,+33.9308770,-103.3454974
88116,88116,B5,G6350,S,3657785912,4291145,+33.9157001,-103.8788324
88118,88118,B5,G6350,S,464999310,597386,+34.2295414,-103.6894863
71671,71671,B5,G6350,S,477907509,1554961,+33.6019885,-092.0960490
71674,71674,B5,G6350,S,630355435,44860352,+33.8370035,-091.1752062
71675,71675,B5,G6350,S,438817481,1599359,+33.5917485,-091.9381907
71676,71676,B5,G6350,S,272588116,2848327,+33.0521822,-091.5676420
71677,71677,B5,G6350,S,20260323,332759,+33.7618749,-091.4806426
73034,73034,B5,G6350,S,140302402,6492624,+35.7034136,-097.4340523
71701,71701,B5,G6350,S,740268488,6565470,+33.5864631,-092.8196903
71711,71711,B5,G6350,S,6024083,0,+33.6375487,-092.7202514
73036,73036,B5,G6350,S,474828893,3050872,+35.5093912,-097.9597688
71720,71720,B5,G6350,S,386879975,189757,+33.7862116,-092.6546807
71722,71722,B5,G6350,S,46465050,225689,+33.7217705,-093.1746564
71724,71724,B5,G6350,S,3059338,2077319,+33.3277758,-092.5356750
73038,73038,B5,G6350,S,387204129,15980278,+35.1245103,-098.4513110
71725,71725,B5,G6350,S,369977321,38285,+34.0496302,-092.5579370
71726,71726,B5,G6350,S,500162002,10149288,+33.6723409,-092.9860569
73040,73040,B5,G6350,S,606446654,1405812,+35.6455633,-098.3752250
73041,73041,B5,G6350,S,271478442,1392823,+35.0422877,-098.8761150
73042,73042,B5,G6350,S,275681457,686880,+35.2228480,-098.2470012
73043,73043,B5,G6350,S,49669103,752,+35.7342406,-098.4036549
73044,73044,B5,G6350,S,681550336,6492892,+35.8595633,-097.4225272
71730,71730,B5,G6350,S,1183660444,5006621,+33.1988438,-092.6270759
71740,71740,B5,G6350,S,477858844,234916,+33.0768706,-093.1673539
73045,73045,B5,G6350,S,171437960,1929060,+35.5142705,-097.1505296
73047,73047,B5,G6350,S,391348165,1839515,+35.4568162,-098.3151150
71742,71742,B5,G6350,S,472521003,1297646,+33.8526724,-092.4488868
73048,73048,B5,G6350,S,484571356,787636,+35.4965804,-098.5462729
71743,71743,B5,G6350,S,534525164,598327,+33.8893330,-093.0977930
07029,07029,B5,G6350,S,3381058,354002,+40.7436201,-074.1549013
07030,07030,B5,G6350,S,3233665,0,+40.7452796,-074.0321123
20646,20646,B5,G6350,S,213707991,1853409,+38.5242749,-077.0006598
07031,07031,B5,G6350,S,6635910,156784,+40.7862555,-074.1262199
07032,07032,B5,G6350,S,22743455,2991108,+40.7523319,-074.1230925
20650,20650,B5,G6350,S,155598094,32245649,+38.2686537,-076.6331574
25309,25309,B5,G6350,S,91501084,416821,+38.3086475,-081.7495307
07851,07851,B5,G6350,S,17283303,884860,+41.2314363,-074.8468275
21213,21213,B5,G6350,S,8838037,1899,+39.3150310,-076.5774286
07852,07852,B5,G6350,S,7852880,143304,+40.8832685,-074.6680293
07853,07853,B5,G6350,S,87749230,702363,+40.7807545,-074.7892381
07856,07856,B5,G6350,S,9086137,1934917,+40.9160802,-074.6266893
93528,93528,B5,G6350,S,9839018,0,+35.3716039,-117.6433206
93529,93529,B5,G6350,S,79303879,6825739,+37.8155065,-119.0956467
93530,93530,B5,G6350,S,2361598,0,+36.4758303,-117.8601155
93531,93531,B5,G6350,S,88879339,20149,+35.2219064,-118.5825655
93532,93532,B5,G6350,S,294415360,1045545,+34.6898481,-118.5336886
93534,93534,B5,G6350,S,45802644,1026721,+34.7133329,-118.1527878
93535,93535,B5,G6350,S,668052285,236523,+34.7136561,-117.8646602
93536,93536,B5,G6350,S,628772465,2261728,+34.7473903,-118.3692485
13744,13744,B5,G6350,S,30009781,10155,+42.2434942,-075.9079990
17876,17876,B5,G6350,S,4799224,99238,+40.8581079,-076.8257536
17878,17878,B5,G6350,S,54597904,574136,+41.1760183,-076.3234885
17880,17880,B5,G6350,S,321697,0,+40.8922094,-077.1217549
17881,17881,B5,G6350,S,12312417,10731,+40.7829061,-076.6700138
17884,17884,B5,G6350,S,1278765,11602,+41.0559828,-076.6694626
17885,17885,B5,G6350,S,28040622,402375,+40.8663452,-077.3140169
17886,17886,B5,G6350,S,2522776,0,+41.0167090,-076.8752043
17887,17887,B5,G6350,S,2920319,50988,+41.1291751,-076.9328986
17888,17888,B5,G6350,S,7373768,36138,+40.8067750,-076.3784792
17889,17889,B5,G6350,S,58841128,609119,+40.8777395,-076.9212820
17901,17901,B5,G6350,S,202084570,904249,+40.6838282,-076.2775415
17920,17920,B5,G6350,S,11510673,76979,+40.8196419,-076.3269087
17921,17921,B5,G6350,S,97757767,83756,+40.7515747,-076.3605859
17922,17922,B5,G6350,S,78720183,1626143,+40.5824917,-076.1106462
17923,17923,B5,G6350,S,22461758,47142,+40.6328734,-076.3199144
17925,17925,B5,G6350,S,2531379,803,+40.7549444,-076.0726997
17929,17929,B5,G6350,S,2608387,0,+40.6307028,-076.1940391
17930,17930,B5,G6350,S,7911643,0,+40.7086645,-076.1153129
14604,14604,B5,G6350,S,945179,45100,+43.1562118,-077.6047407
14605,14605,B5,G6350,S,4681381,57766,+43.1684282,-077.6026417
14606,14606,B5,G6350,S,25194510,177286,+43.1710468,-077.6979535
14607,14607,B5,G6350,S,4364206,0,+43.1507759,-077.5864341
14608,14608,B5,G6350,S,4530260,216426,+43.1540993,-077.6229302
14609,14609,B5,G6350,S,18793237,2117163,+43.1770929,-077.5548730
14610,14610,B5,G6350,S,11212813,108865,+43.1423586,-077.5453724
14611,14611,B5,G6350,S,7496773,57105,+43.1483163,-077.6469871
14612,14612,B5,G6350,S,44233363,7105989,+43.2663296,-077.6767057
66208,66208,B5,G6350,S,16829324,2474,+38.9975285,-094.6283693
66209,66209,B5,G6350,S,15992624,44059,+38.8996000,-094.6383583
66210,66210,B5,G6350,S,15709368,84964,+38.9221866,-094.7045898
66211,66211,B5,G6350,S,11528020,86714,+38.9251184,-094.6356203
66212,66212,B5,G6350,S,19879082,51726,+38.9555653,-094.6798754
66213,66213,B5,G6350,S,19609627,70249,+38.8988588,-094.7082193
66214,66214,B5,G6350,S,10144624,13892,+38.9666129,-094.7141000
66215,66215,B5,G6350,S,20405254,37940,+38.9577013,-094.7442687
66216,66216,B5,G6350,S,20205445,162646,+39.0137742,-094.7415772
66217,66217,B5,G6350,S,24293132,1084389,+39.0095212,-094.7822870
66218,66218,B5,G6350,S,23295457,210928,+39.0206898,-094.8188021
00757,00757,B5,G6350,S,77265966,5590793,+17.9954412,-066.3913342
00765,00765,B5,G6350,S,49309590,1749401,+18.1300959,-065.4393694
00766,00766,B5,G6350,S,103701654,3739017,+18.1331964,-066.4769157
00767,00767,B5,G6350,S,143501409,6804952,+18.0694887,-065.8961605
00769,00769,B5,G6350,S,198169777,37652,+18.1037997,-066.3575862
00771,00771,B5,G6350,S,87591124,32509,+18.1871483,-065.8711890
00772,00772,B5,G6350,S,37976710,13638675,+18.4389690,-065.9051744
00773,00773,B5,G6350,S,62966802,2572548,+18.3428877,-065.7231087
00775,00775,B5,G6350,S,27354046,33428570,+18.3265989,-065.3077200
00777,00777,B5,G6350,S,68844365,327694,+18.2241334,-065.9085417
00778,00778,B5,G6350,S,76777484,1115818,+18.2640763,-065.9785097
00780,00780,B5,G6350,S,52052451,838315,+18.1028340,-066.5681048
00782,00782,B5,G6350,S,69008751,319738,+18.2257085,-066.2216326
00783,00783,B5,G6350,S,108382346,16284,+18.3039098,-066.3261795
00784,00784,B5,G6350,S,143875303,16278591,+18.0107138,-066.1336146
00786,00786,B5,G6350,S,666250,0,+18.1554242,-066.2299072
00791,00791,B5,G6350,S,95737500,2852902,+18.1367817,-065.8214763
00794,00794,B5,G6350,S,91419782,77812,+18.1989552,-066.3098329
00795,00795,B5,G6350,S,119806321,958175,+18.0604942,-066.5006238
00901,00901,B5,G6350,S,2535590,30548,+18.4653693,-066.1046134
00906,00906,B5,G6350,S,8247,0,+18.4644597,-066.0949949
00907,00907,B5,G6350,S,3130114,347421,+18.4525526,-066.0778379
00909,00909,B5,G6350,S,1578433,49304,+18.4416104,-066.0671322
00911,00911,B5,G6350,S,1232508,0,+18.4511592,-066.0561992
55447,55447,B5,G6350,S,22804329,1518732,+45.0010956,-093.4895611
55448,55448,B5,G6350,S,28139553,443262,+45.1936028,-093.3004455
55449,55449,B5,G6350,S,57882864,246977,+45.1765803,-093.1818576
55450,55450,B5,G6350,S,9729101,17413,+44.8793200,-093.2252724
55454,55454,B5,G6350,S,1620925,139606,+44.9695244,-093.2412190
55455,55455,B5,G6350,S,687251,132301,+44.9719823,-093.2334415
55601,55601,B5,G6350,S,40947399,1652752,+47.2357622,-091.3656193
55602,55602,B5,G6350,S,347572548,13717328,+47.3498713,-091.8864569
55603,55603,B5,G6350,S,934656136,33901313,+47.5464991,-091.2511866
55604,55604,B5,G6350,S,2305674779,340235363,+47.9790982,-090.5996087
55605,55605,B5,G6350,S,186371801,26715386,+47.9652885,-089.7371330
55606,55606,B5,G6350,S,339510973,8843080,+47.9345160,-089.9888589
55607,55607,B5,G6350,S,1145570426,32615144,+47.5631905,-091.4173243
55609,55609,B5,G6350,S,9272299,0,+46.9706614,-091.7808706
55612,55612,B5,G6350,S,419983839,30849854,+47.7697243,-090.7014415
55613,55613,B5,G6350,S,223982775,5122293,+47.5816307,-090.9221638
55614,55614,B5,G6350,S,631400247,39379193,+47.3682434,-091.3759953
55615,55615,B5,G6350,S,285891633,11196565,+47.6534863,-090.8206189
47325,47325,B5,G6350,S,52697903,317048,+39.6911461,-085.0202359
47326,47326,B5,G6350,S,173154660,187696,+40.5486799,-084.9672660
47327,47327,B5,G6350,S,141383623,1351596,+39.8274279,-085.1751008
47330,47330,B5,G6350,S,153986133,725373,+39.7862491,-085.0222564
47331,47331,B5,G6350,S,493090933,3577368,+39.6240838,-085.1573380
47334,47334,B5,G6350,S,68872673,294264,+40.1186816,-085.5245944
47335,47335,B5,G6350,S,1248729,28557,+39.8125369,-085.2051750
47336,47336,B5,G6350,S,121656169,124544,+40.3866661,-085.2103598
47337,47337,B5,G6350,S,477786,0,+39.8024764,-085.4372760
47338,47338,B5,G6350,S,72518018,627176,+40.3423836,-085.3374555
47339,47339,B5,G6350,S,34346207,25874,+39.9387766,-085.0791288
47340,47340,B5,G6350,S,138666100,274115,+40.1807571,-085.1336635
47341,47341,B5,G6350,S,94645244,82884,+39.9723195,-084.8917344
47342,47342,B5,G6350,S,129533430,276028,+40.3285804,-085.5079828
11967,11967,B5,G6350,S,29337264,2259501,+40.7947779,-072.8754767
08341,08341,B5,G6350,S,6358214,2159,+39.5254243,-074.9530204
08343,08343,B5,G6350,S,86178229,466699,+39.6363160,-075.1676073
08344,08344,B5,G6350,S,63984303,753439,+39.5617448,-074.9860375
08345,08345,B5,G6350,S,52523827,5902589,+39.2824275,-075.1604090
08346,08346,B5,G6350,S,9803416,17360,+39.5660592,-074.8463302
08348,08348,B5,G6350,S,3759066,272620,+39.3099326,-074.9713647
21811,21811,B5,G6350,S,260741829,32251540,+38.3188766,-075.2167413
08349,08349,B5,G6350,S,105875290,7523408,+39.2738646,-075.0713073
08350,08350,B5,G6350,S,10371821,29077,+39.4881005,-074.8820195
08352,08352,B5,G6350,S,761762,0,+39.4757319,-075.1279798
08353,08353,B5,G6350,S,3127889,1564,+39.4623029,-075.2924080
29482,29482,B5,G6350,S,6665116,14805547,+32.7645018,-079.8549872
29483,29483,B5,G6350,S,350494898,417253,+33.0580111,-080.1829893
29485,29485,B5,G6350,S,92495602,1214219,+32.9479227,-080.1899183
29487,29487,B5,G6350,S,108513482,22600414,+32.6576817,-080.1839478
29488,29488,B5,G6350,S,595927826,1528201,+32.9067633,-080.6728361
29492,29492,B5,G6350,S,128833592,25782887,+32.9038016,-079.9111628
29493,29493,B5,G6350,S,2194191,0,+33.0341432,-080.8428438
29501,29501,B5,G6350,S,139072210,1229302,+34.2059327,-079.8262599
29505,29505,B5,G6350,S,133858368,89479,+34.1300663,-079.6888932
29506,29506,B5,G6350,S,328294711,3343678,+34.2213774,-079.6503362
29510,29510,B5,G6350,S,787405188,4931284,+33.4543125,-079.6131213
29511,29511,B5,G6350,S,159131836,192118,+33.9757318,-079.1227159
29512,29512,B5,G6350,S,561563561,7141321,+34.6190330,-079.7180406
29516,29516,B5,G6350,S,241744216,2626263,+34.4374539,-079.6346402
29518,29518,B5,G6350,S,125964311,0,+33.7886078,-079.8479751
29519,29519,B5,G6350,S,11120047,0,+34.0186372,-079.3598205
29520,29520,B5,G6350,S,347119493,6470901,+34.6794863,-079.9272923
29525,29525,B5,G6350,S,129006639,219601,+34.5524152,-079.5408849
29526,29526,B5,G6350,S,475872973,3570908,+33.8474056,-078.9470931
29527,29527,B5,G6350,S,401253375,8346619,+33.7850833,-079.1401758
29530,29530,B5,G6350,S,99198872,13437,+33.9960545,-079.7400748
29532,29532,B5,G6350,S,268996965,1318859,+34.2803309,-079.8693363
29536,29536,B5,G6350,S,336573713,870605,+34.4195023,-079.3730478
29540,29540,B5,G6350,S,285909115,3405845,+34.3772980,-079.8461851
29541,29541,B5,G6350,S,203490776,114347,+34.0649490,-079.7407503
29543,29543,B5,G6350,S,47854388,0,+34.2876049,-079.2659269
29544,29544,B5,G6350,S,295179039,2419632,+33.9260984,-079.2555827
29545,29545,B5,G6350,S,93050399,159797,+34.1636600,-078.9664772
29546,29546,B5,G6350,S,377444043,8231840,+33.8838453,-079.3494090
29547,29547,B5,G6350,S,103033858,215692,+34.4962873,-079.3348288
29550,29550,B5,G6350,S,552314255,9226179,+34.3999750,-080.0828058
67352,67352,B5,G6350,S,275892770,3142999,+37.4071938,-096.0228258
67353,67353,B5,G6350,S,210642344,2672325,+37.3083806,-096.3171933
67354,67354,B5,G6350,S,145692183,157398,+37.2094399,-095.4091847
67355,67355,B5,G6350,S,61965081,431727,+37.0469258,-096.0106630
67356,67356,B5,G6350,S,301405868,5676763,+37.1762572,-095.1457719
67357,67357,B5,G6350,S,458615957,8324475,+37.3459287,-095.2616173
67360,67360,B5,G6350,S,125467198,941051,+37.0380238,-096.1065607
67361,67361,B5,G6350,S,620843515,5503481,+37.1376437,-096.2176068
67363,67363,B5,G6350,S,5639976,16917,+37.3394600,-095.7230477
67364,67364,B5,G6350,S,12191651,39004,+37.0603870,-095.8104291
67401,67401,B5,G6350,S,621620853,1394161,+38.8318286,-097.6545740
67410,67410,B5,G6350,S,832253537,3539616,+38.9564764,-097.2190895
67416,67416,B5,G6350,S,160405472,108201,+38.6730585,-097.5821196
67417,67417,B5,G6350,S,177991540,21866,+39.4445848,-097.5451880
67418,67418,B5,G6350,S,346228438,528963,+39.1748875,-098.0464526
67420,67420,B5,G6350,S,1085595276,1008806,+39.4009350,-098.0854677
67422,67422,B5,G6350,S,170212274,184730,+39.0210842,-097.5852489
67423,67423,B5,G6350,S,136542312,333279,+38.9512296,-097.9753234
67425,67425,B5,G6350,S,568189427,1339781,+38.7820251,-097.9079875
67427,67427,B5,G6350,S,155027254,49003,+38.4984612,-098.3993459
67428,67428,B5,G6350,S,269077692,437394,+38.3696323,-097.4178626
67430,67430,B5,G6350,S,343848611,24210886,+39.5310907,-098.4249138
67431,67431,B5,G6350,S,312457917,1739613,+38.9510459,-097.0124249
67432,67432,B5,G6350,S,962659698,3782619,+39.3293432,-097.1933876
67436,67436,B5,G6350,S,318460648,250688,+39.2697045,-097.7358096
67437,67437,B5,G6350,S,355939809,1023853,+39.5150790,-098.5556463
67438,67438,B5,G6350,S,195148924,575998,+38.4959181,-097.2834064
67439,67439,B5,G6350,S,552274356,1407209,+38.7497816,-098.2204466
67441,67441,B5,G6350,S,100532001,1022528,+38.8785913,-097.1028319
15480,15480,B5,G6350,S,46856525,81072,+39.9856213,-079.7735665
15482,15482,B5,G6350,S,2990721,44428,+40.0614877,-079.7660666
15483,15483,B5,G6350,S,711437,97282,+40.0830203,-079.8509216
15484,15484,B5,G6350,S,1647826,0,+39.8926889,-079.7836768
15486,15486,B5,G6350,S,50566496,433932,+40.0258860,-079.7111641
15489,15489,B5,G6350,S,2417234,0,+39.9663811,-079.6960552
15490,15490,B5,G6350,S,24869944,0,+40.0723769,-079.4544830
15492,15492,B5,G6350,S,1560971,165960,+40.1183047,-079.7642982
15501,15501,B5,G6350,S,346936800,1482666,+40.0397422,-079.1298196
15502,15502,B5,G6350,S,15511323,17839,+40.0410235,-079.2415029
15510,15510,B5,G6350,S,975777,0,+39.9669684,-079.0400356
15520,15520,B5,G6350,S,1754126,0,+40.1063669,-079.0605391
15521,15521,B5,G6350,S,92166467,10522,+40.2080450,-078.6303550
15522,15522,B5,G6350,S,485184220,2536575,+39.9417321,-078.5484088
15530,15530,B5,G6350,S,226597181,85813,+39.9408086,-078.9240266
50635,50635,B5,G6350,S,217592815,0,+42.2020606,-092.6993218
50636,50636,B5,G6350,S,312191660,1327449,+42.8973817,-092.8107328
50638,50638,B5,G6350,S,245830097,0,+42.3567402,-092.7939555
50641,50641,B5,G6350,S,122810405,209379,+42.6065497,-091.9200326
17931,17931,B5,G6350,S,27075293,478269,+40.7864914,-076.2145748
17933,17933,B5,G6350,S,232629,0,+40.6044853,-076.2431947
17934,17934,B5,G6350,S,2451019,52976,+40.7964388,-076.2113332
17935,17935,B5,G6350,S,11295488,59140,+40.7961401,-076.2796822
17936,17936,B5,G6350,S,1535779,0,+40.7501156,-076.3399296
17938,17938,B5,G6350,S,102594842,11681,+40.6530701,-076.5170831
17941,17941,B5,G6350,S,63913548,1428,+40.6857220,-076.6091837
17943,17943,B5,G6350,S,1502353,0,+40.7566596,-076.3878096
98817,98817,B5,G6350,S,2544385,912460,+47.7923893,-119.9935939
98819,98819,B5,G6350,S,320507303,2495709,+48.6154775,-119.8210540
98821,98821,B5,G6350,S,4760975,198328,+47.5497169,-120.5586129
83854,83854,B5,G6350,S,194483458,4869253,+47.7193398,-116.9673080
98822,98822,B5,G6350,S,1131847461,5582388,+47.9790501,-120.6233267
83855,83855,B5,G6350,S,287433148,318668,+46.9947836,-116.8881543
98823,98823,B5,G6350,S,772477861,1247699,+47.3086541,-119.6493451
98824,98824,B5,G6350,S,990406,0,+47.0777932,-119.8586839
83856,83856,B5,G6350,S,915035683,15225577,+48.2973271,-116.9109001
83857,83857,B5,G6350,S,165873169,115640,+46.8970980,-116.7962867
83858,83858,B5,G6350,S,306290735,4514324,+47.8630470,-116.9494030
98826,98826,B5,G6350,S,2631391183,20723160,+47.7831453,-120.8431675
83860,83860,B5,G6350,S,308371489,112150887,+48.1805413,-116.5362234
98827,98827,B5,G6350,S,825188813,11495836,+48.8686620,-119.7707225
98828,98828,B5,G6350,S,146732451,4200838,+47.3100779,-120.1782590
98829,98829,B5,G6350,S,178336303,767834,+48.3027076,-119.8110151
98830,98830,B5,G6350,S,1166999151,7045708,+47.8953656,-119.5232463
98831,98831,B5,G6350,S,121589753,19038637,+47.9367589,-120.1362530
98832,98832,B5,G6350,S,517815016,522220,+47.3716297,-119.0242486
98833,98833,B5,G6350,S,522059262,180213,+48.7729383,-120.6401783
98834,98834,B5,G6350,S,191430369,62892,+48.1202995,-120.0665064
98836,98836,B5,G6350,S,19786780,157461,+47.4719230,-120.4384747
83861,83861,B5,G6350,S,1318536864,14450363,+47.2646019,-116.5405662
98837,98837,B5,G6350,S,1250600495,83100024,+47.1499024,-119.3059719
83864,83864,B5,G6350,S,1187678586,53440494,+48.4766737,-116.5144866
83866,83866,B5,G6350,S,170614292,0,+47.1550533,-116.4247723
83867,83867,B5,G6350,S,11666387,15610,+47.5121235,-115.9469349
83868,83868,B5,G6350,S,24800419,325768,+47.5163066,-116.1826007
83869,83869,B5,G6350,S,156000795,5762387,+47.9823436,-116.8923594
98840,98840,B5,G6350,S,1081236370,16015022,+48.3151294,-119.5799423
83870,83870,B5,G6350,S,185036304,0,+47.1258745,-116.8315226
83871,83871,B5,G6350,S,289031839,521262,+46.7419419,-116.7426795
83872,83872,B5,G6350,S,107091613,293140,+46.8674956,-116.9769588
98841,98841,B5,G6350,S,993847369,15611212,+48.3596476,-119.2685745
83873,83873,B5,G6350,S,535079514,852880,+47.5829146,-115.8435287
57380,57380,B5,G6350,S,725048379,9133817,+43.0306177,-098.2985502
57381,57381,B5,G6350,S,790709262,3200609,+44.3910410,-098.7374541
57382,57382,B5,G6350,S,1141383162,12819713,+44.0651322,-098.6590439
57383,57383,B5,G6350,S,672951961,8758305,+43.7244810,-098.7336405
57384,57384,B5,G6350,S,549018096,224321,+44.4190378,-098.4930658
57385,57385,B5,G6350,S,596939425,3118342,+44.0453038,-098.2867419
57386,57386,B5,G6350,S,140167899,572726,+44.5057215,-098.0061764
57401,57401,B5,G6350,S,752610592,3809590,+45.4823353,-098.5325400
57420,57420,B5,G6350,S,119695218,53314,+45.2927600,-100.1490464
57421,57421,B5,G6350,S,102347024,261870,+45.7554780,-097.9070634
57422,57422,B5,G6350,S,285959490,1285561,+45.4196927,-097.9094709
57424,57424,B5,G6350,S,392721676,756019,+45.0064707,-098.5644475
57426,57426,B5,G6350,S,18123054,0,+45.7379523,-098.4955908
57427,57427,B5,G6350,S,156159140,10759,+45.4805471,-098.3185762
57428,57428,B5,G6350,S,487307879,10996111,+45.4527050,-099.6782200
57429,57429,B5,G6350,S,70103539,0,+45.1747566,-098.2974448
57430,57430,B5,G6350,S,941919725,17094199,+45.8126925,-097.7195803
57432,57432,B5,G6350,S,265414479,1756921,+45.6828669,-098.0310464
57433,57433,B5,G6350,S,327913155,10795417,+45.6382414,-098.3207646
57434,57434,B5,G6350,S,746129519,2099743,+45.1762468,-098.0722852
57435,57435,B5,G6350,S,360572833,6256076,+45.1868903,-098.9088966
57436,57436,B5,G6350,S,551549826,347378,+44.8637780,-098.0785454
57437,57437,B5,G6350,S,1482157145,16376107,+45.7961376,-099.6040778
57438,57438,B5,G6350,S,1214134367,28866898,+45.0593810,-099.1589278
57439,57439,B5,G6350,S,12943881,0,+45.3316750,-098.0651123
57440,57440,B5,G6350,S,369252508,1752716,+44.8564777,-098.2719790
57441,57441,B5,G6350,S,733761699,5966801,+45.8292808,-098.5279024
57442,57442,B5,G6350,S,1579335758,122805020,+45.0617501,-100.1581395
57445,57445,B5,G6350,S,662934222,236357,+45.4655374,-098.1149671
57446,57446,B5,G6350,S,400182287,5804146,+45.8708279,-098.1526696
57448,57448,B5,G6350,S,459634659,6585571,+45.6354604,-099.4113299
57449,57449,B5,G6350,S,198587265,17664266,+45.7374085,-098.1761571
57450,57450,B5,G6350,S,507696189,19272546,+45.2259963,-099.8483917
57451,57451,B5,G6350,S,1136631407,7960508,+45.4284899,-098.9491154
57452,57452,B5,G6350,S,513576704,3650407,+45.5293974,-099.8628521
57454,57454,B5,G6350,S,389941000,9425329,+45.6102399,-097.7835313
57455,57455,B5,G6350,S,328587361,2586374,+45.0069800,-099.6830391
57456,57456,B5,G6350,S,1048641036,9767393,+45.7355966,-098.9800821
35565,35565,B5,G6350,S,719579041,2152586,+34.2369604,-087.5634017
60423,60423,B5,G6350,S,94427141,6764,+41.4773492,-087.8324186
60424,60424,B5,G6350,S,133607462,836695,+41.1641482,-088.3277155
60425,60425,B5,G6350,S,12468728,0,+41.5455080,-087.6116986
32257,32257,B5,G6350,S,31641926,11936824,+30.1893485,-081.6124697
32258,32258,B5,G6350,S,48505082,1255473,+30.1407122,-081.5517117
32259,32259,B5,G6350,S,141738153,9005407,+30.0750166,-081.5868544
32266,32266,B5,G6350,S,6039145,1536082,+30.3173856,-081.4090664
32277,32277,B5,G6350,S,18557979,9227251,+30.3774496,-081.5939474
32301,32301,B5,G6350,S,26768387,172282,+30.4277532,-084.2584720
32303,32303,B5,G6350,S,91923859,9932581,+30.5155180,-084.3416409
32304,32304,B5,G6350,S,40585227,390518,+30.4524842,-084.3530570
32305,32305,B5,G6350,S,232098308,2746483,+30.3322990,-084.3006540
32308,32308,B5,G6350,S,38237268,453862,+30.4774503,-084.2269273
32309,32309,B5,G6350,S,287694219,8371456,+30.5668301,-084.0976491
32310,32310,B5,G6350,S,273247000,12251403,+30.3854356,-084.5121811
32311,32311,B5,G6350,S,115576037,6847007,+30.3901000,-084.1808085
32312,32312,B5,G6350,S,270083191,45362229,+30.6052833,-084.2295624
32317,32317,B5,G6350,S,99064408,3030954,+30.4704805,-084.1166942
32320,32320,B5,G6350,S,103354872,49450806,+29.7317338,-085.1118722
32321,32321,B5,G6350,S,1053233692,16063801,+30.2654400,-084.9796655
32322,32322,B5,G6350,S,186098052,99670952,+29.9533980,-084.5790361
32323,32323,B5,G6350,S,20007195,216076,+29.8915110,-084.6137326
32324,32324,B5,G6350,S,181180646,1390324,+30.6547116,-084.7832539
73049,73049,B5,G6350,S,158884206,1474905,+35.5872120,-097.3139520
73050,73050,B5,G6350,S,4159436,0,+35.9386972,-097.2638153
71744,71744,B5,G6350,S,1033619241,6799841,+33.4968029,-092.4801628
71745,71745,B5,G6350,S,3872186,0,+33.5007351,-092.3960877
73051,73051,B5,G6350,S,332180019,4596015,+35.0318072,-097.2463633
71747,71747,B5,G6350,S,207501177,20883331,+33.0607312,-092.2028906
71749,71749,B5,G6350,S,427850571,202398,+33.0718810,-092.8185790
71751,71751,B5,G6350,S,203220753,1746590,+33.4114840,-092.7602598
73052,73052,B5,G6350,S,533413415,5830148,+34.8335353,-097.5890448
71752,71752,B5,G6350,S,98476729,277624,+33.3914160,-093.1917678
73053,73053,B5,G6350,S,194715811,1194358,+35.3559081,-098.4121454
73054,73054,B5,G6350,S,236732368,430051,+35.6715554,-097.1903090
71753,71753,B5,G6350,S,824843800,854563,+33.2256783,-093.1846743
71758,71758,B5,G6350,S,179904524,186861,+33.3092891,-092.9149476
71759,71759,B5,G6350,S,16406588,0,+33.3209869,-092.6441854
73055,73055,B5,G6350,S,655507999,16495398,+34.6438239,-097.9107157
71762,71762,B5,G6350,S,147999815,245207,+33.3429165,-092.7683581
73056,73056,B5,G6350,S,293315046,713904,+36.1769382,-097.6262087
71763,71763,B5,G6350,S,583730237,2055899,+33.9164570,-092.8053397
73057,73057,B5,G6350,S,227321856,4478105,+34.8310021,-097.4286299
73058,73058,B5,G6350,S,106614401,758341,+35.8155665,-097.2201036
71764,71764,B5,G6350,S,473844528,373317,+33.4319395,-093.0489574
73059,73059,B5,G6350,S,434687374,1338127,+35.3117046,-098.0463895
71765,71765,B5,G6350,S,513589947,12799850,+33.1418822,-092.3317948
73061,73061,B5,G6350,S,291090470,12708938,+36.3551321,-097.0055575
71766,71766,B5,G6350,S,188964672,324418,+33.7251307,-092.5066532
71770,71770,B5,G6350,S,382646312,517866,+33.3880921,-093.3174271
71772,71772,B5,G6350,S,324698,0,+33.8326424,-093.1260920
73062,73062,B5,G6350,S,650867718,3214670,+35.0462469,-098.7409218
73063,73063,B5,G6350,S,277982552,652097,+36.0527067,-097.4250085
07857,07857,B5,G6350,S,2816218,207636,+40.8967548,-074.7003226
21214,21214,B5,G6350,S,7392914,0,+39.3517934,-076.5643999
